62	0
60	0
57	0
45	0
54	0
40	0
50	0
47	0
48	0
41	0
46	0
37	0
35	0
30	0
22	0
28	0
34	0
36	0
44	0
29	0
25	0
26	0
4	1
0	1
3	1
1	1
2	1
20	1
18	1
19	1
7	1
5	1
6	1
12	1
43	0
31	0
21	0
27	0
9	0
11	0
42	0
59	0
52	0
58	0
55	0
49	0
33	1
24	1
14	0
23	1
16	0
8	0
10	0
17	1
13	1
15	1
32	1
38	0
53	0
56	0
39	0
51	0
61	0
